cluster_id	cluster_name	clusterlevel	first_cluster_name	top_markers	ncells	mean_nCount_RNA	mean_nFeature_RNA	mean_percent_mt	Female	Male	Siletti	Tadross	1C41i	3u5kk	buFpQ	eXCJJ	f5sVM	siletti_H18.30.002	siletti_H19.30.001	siletti_H19.30.002	TweV8	tzan2	znZv1	1C41i_A4	1C41i_A6	1C41i_A7	1C41i_A8	1C41i_R1	1C41i_R2	3u5kk_A.01	3u5kk_A.02	3u5kk_A.03	3u5kk_A.05	3u5kk_A.06	3u5kk_A.07	3u5kk_A.08	3u5kk_A.09	3u5kk_A.10	3u5kk_R.01	3u5kk_R.02	3u5kk_R.03	3u5kk_R.04	3u5kk_R.05	3u5kk_R.06	3u5kk_R.07	3u5kk_R.08	3u5kk_R.09	3u5kk_R.10	3u5kk_R.11	buFpQ_A1	buFpQ_A3	buFpQ_R1	buFpQ_R2	buFpQ_R3	eXCJJ_N2	eXCJJ_US2	f5sVM_ARHS2	siletti_10X190_5	siletti_10X190_6	siletti_10X192_7	siletti_10X192_8	siletti_10X193_3	siletti_10X193_4	siletti_10X203_7	siletti_10X203_8	siletti_10X360_7	siletti_10X360_8	siletti_10X362_3	siletti_10X362_4	siletti_10X362_5	siletti_10X362_6	siletti_10X376_5	siletti_10X376_6	siletti_10X380_5	siletti_10X380_6	siletti_10X380_7	siletti_10X380_8	siletti_10X389_1	siletti_10X389_2	siletti_10X392_3	siletti_10X392_4	TweV8_N1	TweV8_US1	tzan2_2	tzan2_5.1	tzan2_5.2	tzan2_5.3	tzan2_5.4	tzan2_N6.3	tzan2_US6.1	tzan2_US6.2	znZv1_1AS1CB	znZv1_1AS2CB	znZv1_1AS3CB	znZv1_1AS4CB	znZv1_1CB	znZv1_S1	znZv1_S10	znZv1_S11	znZv1_S1F	znZv1_S2	znZv1_S3	znZv1_S5	znZv1_S8	znZv1_S9
C4-183	C4-183 Pre-2 GABA-3 NXPH2 HCRTR2	C4	HCRTR2	LHX6|SOX6|MOXD1|SST|LHX8	218	15152.45	4452.16	0.4092	61.01	38.99	38.07	61.93	0	49.54	0	0	0	19.27	18.81	0	0.46	11.01	0.92	0	0	0	0	0	0	0	0.46	0	0	0.46	2.29	3.67	5.96	3.21	0.46	0.46	2.75	1.38	0	0	1.38	1.38	5.5	5.96	14.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.55	8.72	0	0	0	0	0	0	6.88	8.26	0	0	0	0	0	0	1.83	1.83	0.46	0	1.83	0.92	2.75	0.92	1.38	2.29	0.46	0.46	0	0	0	0	0	0	0	0	0	0.92	0	0	0	0
C4-184	C4-184 Pre-2 GABA-3 NXPH2 NPY	C4	NPY	NPY|CORT|NXPH2|LHX6|SOX6	227	10603.2	3507.04	0.5176	71.37	28.63	27.75	72.25	0	51.98	0	3.08	0	21.59	6.17	0	0.88	15.42	0.88	0	0	0	0	0	0	0	0	0	0	0	0.44	0.88	0.88	0.88	0.44	0.44	6.61	0.88	2.2	0	0	3.08	5.73	13.22	16.3	0	0	0	0	0	3.08	0	0	0	0	4.85	4.41	0	0	6.61	5.73	0	0.44	0	0	0	0	1.32	3.96	0	0	0	0	0	0	0.44	0	0.88	0	9.69	1.32	0.44	0.44	3.08	0.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88
C4-185	C4-185 Pre-2 GABA-3 NXPH2 CXCL14	C4	CXCL14	NXPH2|LHX6|NR2E1|CXCL14|FREM3	254	12675.17	4057.43	0.5462	84.25	15.75	13.78	86.22	0	53.54	0	0	0	8.66	5.12	0	0	30.71	1.97	0	0	0	0	0	0	0	1.18	1.18	0.79	0	1.57	3.15	5.51	6.3	0.79	0	0	1.18	0	0.79	0.39	2.76	5.51	7.48	14.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76	5.91	0	0	0	0	0	0	1.18	1.57	0	0	0	0	0	0	1.18	1.18	0	0	1.18	6.69	6.69	7.09	7.87	1.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97	0
C4-186	C4-186 Pre-2 GABA-3 NXPH2 C1QL2	C4	C1QL2	LHX8|LHX6|C1QL2|PIEZO2|CHRM2	190	14465.44	4452.36	0.3361	63.16	36.84	35.79	64.21	0	51.05	0	0	0	18.95	16.32	0.53	0	12.11	1.05	0	0	0	0	0	0	0.53	1.58	1.05	1.05	0.53	3.16	5.79	7.89	6.84	0.53	0.53	0	0	1.58	0.53	0	1.58	4.21	6.32	7.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89	11.05	0.53	0	0	0	0	0	2.63	4.74	0.53	0	0	0	0	0	2.63	5.79	0	0	0	1.58	3.68	2.63	2.11	1.58	0	0.53	0	0	0	0	0	0	0	0	0	0	0.53	0	0.53	0
C4-187	C4-187 Pre-2 GABA-3 NXPH2 SST	C4	SST	NPY|SST|LHX6|CORT|MOXD1	310	13196.14	4271.55	0.2853	58.39	41.61	41.61	58.39	0	50.32	0	0	0	18.39	22.26	0.97	0	8.06	0	0	0	0	0	0	0	0	0.32	0.97	0	0	2.26	3.23	3.55	4.52	0.32	0	2.58	0	0.32	0.65	1.61	2.9	3.23	11.94	11.94	0	0	0	0	0	0	0	0	0.32	0	0	0	0	0	8.39	9.68	0	0	0.32	0	0	0	10.32	7.42	0.65	0	0	0	0	0	2.26	2.26	0	0	3.55	1.29	0.32	0.65	0.65	1.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-188	C4-188 Pre-2 GABA-3 GBX1 MEIS1	C4	MEIS1	SOX6|GBX1|MEIS1|IGF1|CLMP	387	16889.76	4446.36	0.3648	82.17	17.83	17.57	82.43	0	52.45	0	0	0	12.14	5.17	0.26	0.26	29.46	0.26	0	0	0	0	0	0	0	0.26	0	0	0	0.78	2.58	3.36	4.91	0.78	0.52	3.1	0.26	0.26	0	0.78	2.84	4.39	11.63	16.02	0	0	0	0	0	0	0	0	0	0	0.26	0.26	0	0	6.2	5.43	0	0	0	0	0	0	0.52	0.78	0.26	0	0	0	0	0.26	1.55	2.07	0.26	0	1.03	8.27	5.43	6.46	7.49	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0
C4-189	C4-189 Pre-2 GABA-3 GBX1 ETV1	C4	ETV1	LHX8|GBX1|ELFN1|MEGF10|CHRNA3	150	18154.83	4959.98	0.2331	68	32	32	68	0	44	0	0	0	4	28	0	0	24	0	0	0	0	0	0	0	0	2	2.67	0	0.67	8.67	7.33	4.67	8	0	1.33	0	0	0	0.67	0.67	0.67	1.33	2	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33	0.67	0.67	0	0	0	0	0	15.33	8	0	0	0	0	0	0	1.33	2.67	0	0	1.33	4	5.33	7.33	5.33	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-190	C4-190 Pre-2 GABA-3 GBX1 ADAMTS12	C4	ADAMTS12	GBX1|ADAMTS12|LHX8|SOX6|LHX6	235	14996.75	4253.05	0.4821	81.7	18.3	17.45	82.55	0	62.13	0	0	0	10.21	7.23	0	0	19.57	0.85	0	0	0	0	0	0	0	0	0	0.43	0	2.13	3.4	2.55	3.4	0	0.43	6.81	0.85	0.85	0.43	0	5.11	4.68	11.49	19.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68	5.53	0	0	0	0	0	0	3.83	0	0	0	0	0	0	0	1.7	1.7	0	0	0	3.4	3.4	5.53	6.38	0.85	0	0	0	0	0	0.43	0	0	0	0	0	0	0	0	0.43	0
C4-191	C4-191 Pre-2 GABA-3 GBX1 PTTG1	C4	PTTG1	PTTG1|FGF10|SOX6|GBX1|LHX8	438	15930.34	4551.06	0.4557	76.03	23.97	22.15	77.85	0	64.38	0	0	0	7.76	13.7	0.68	0	11.64	1.83	0	0	0	0	0	0	0.23	0	0	0.46	0.23	1.83	2.74	1.83	2.51	0.46	1.83	4.11	1.14	2.28	1.6	1.14	1.14	6.39	15.53	18.95	0	0	0	0	0	0	0	0	0.46	0	0.68	0.23	0.46	0.23	3.65	2.05	3.2	1.14	0.23	0	0	0	0.68	0.46	0.23	0.23	0	0	2.97	3.42	0.91	0.91	0	0	2.97	2.05	2.97	2.05	1.37	0.23	0	0	0	0	0	0	0	0.23	0	0.46	0	0.23	0.23	0	0.68	0
C4-192	C4-192 Pre-2 GABA-3 GBX1 CASR	C4	CASR	CASR|LHX8|FGF10|LHX6|GBX1	444	13655.24	4044.21	0.4508	82.88	17.12	16.67	83.33	0	59.01	0	0	0	7.43	9.23	0	0	23.87	0.45	0	0	0	0	0	0	0.45	0.45	0.23	0	0	2.03	3.6	2.25	3.15	0.9	0	11.26	0.9	0.68	0.23	0.45	1.58	5.63	8.33	16.89	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	3.83	3.38	0	0	0	0	0	0	3.38	5.63	0	0	0	0	0	0	0.23	0	0	0	3.15	5.18	4.05	4.95	6.53	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0.23	0
C4-193	C4-193 Pre-2 GABA-3 GBX1 BMPR1B	C4	BMPR1B	GBX1|BMPR1B|LHX8|LHX6|SOX6	126	21213.79	4825.23	0.5028	65.87	34.13	32.54	67.46	0	61.9	0	0	0	26.98	5.56	0	0	3.97	1.59	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0.79	0	0	0	0.79	3.17	0.79	1.59	1.59	4.76	8.73	18.25	20.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.67	10.32	0	0	0	0	0	0	0.79	0.79	0	0	0	0	0	0	2.38	1.59	0	0	0	2.38	0.79	0	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0
C4-194	C4-194 Pre-2 CHOL-1 BMPR1B	C4	BMPR1B	SLC5A7|COL6A5|CHAT|LHX8|PRIMA1	313	18557.62	4750.11	0.425	74.76	25.24	24.92	75.08	0.32	55.91	0	0.32	0	16.93	7.99	0	0.32	18.21	0	0	0	0	0	0.32	0	0	0	0	0.64	0	1.6	1.92	1.6	1.92	0.64	0.64	1.6	0.64	0.32	0.32	0.32	2.88	4.47	15.97	20.45	0	0	0	0	0	0.32	0	0	0	0	0.32	0.32	0	0	7.99	8.31	0	0	0	0	0	0	3.51	3.51	0	0	0	0	0	0	0.32	0.64	0.32	0	7.67	3.19	2.24	1.92	3.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-195	C4-195 Pre-2 CHOL-1 MEPE	C4	MEPE	MEPE|NGFR|SLC5A7|SLC18A3|LHX8	737	15189.29	4123.88	0.4079	90.09	9.91	9.77	90.23	0	52.51	0.14	0	0	8.01	1.63	0.14	0	37.58	0	0	0	0	0	0	0	0	0.41	0.27	0.27	0	1.09	2.17	3.8	2.17	1.09	0.27	8.55	0.81	0.54	0.41	0.54	1.63	3.26	8.68	16.55	0	0	0	0.14	0	0	0	0	0	0	0.14	0	0	0	3.26	4.61	0	0	0	0	0	0	0	0.68	0	0	0	0.14	0	0	0.41	0.54	0	0	0.41	8.55	10.45	8.41	9.5	0.14	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-196	C4-196 Pre-2 GABA-4 FIGN SOX6	C4	SOX6	SOX6|PROX1|NR2F1|IL1RAPL2|MEIS2	269	15419.09	4619.61	0.391	69.89	30.11	30.11	69.89	0	51.3	0	0.74	0	12.27	17.84	0	0	17.84	0	0	0	0	0	0	0	0	1.49	0.74	1.12	0	5.95	8.55	8.92	5.2	0	1.86	0.37	0.74	0	0.37	0	1.12	2.6	4.83	7.43	0	0	0	0	0	0.74	0	0	0	0	0	0	0	0	7.06	5.2	0	0	0	0	0	0	8.55	8.55	0	0	0	0	0	0	0	0.74	0	0	0.37	2.97	2.23	4.83	5.95	1.12	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-197	C4-197 Pre-2 GABA-4 FIGN CYP19A1	C4	CYP19A1	CYP19A1|ARHGAP36|LHX6|NR2F1|SCN5A	107	19278.01	5746.96	0.0482	7.48	92.52	92.52	7.48	0	6.54	0	0	0	21.5	67.29	3.74	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	1.87	0	1.87	1.87	0	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.08	8.41	0	0	0	0	0	0	29.91	28.04	0.93	2.8	0	0	0	0	5.61	3.74	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-198	C4-198 Pre-2 GABA-4 FIGN COL12A1	C4	COL12A1	CYP19A1|NR2F1|TRHDE|PTH2R|ANO2	223	22109.53	6147.56	0.0984	18.83	81.17	80.27	19.73	0	17.04	0	0	0	9.87	68.16	2.24	0	1.79	0.9	0	0	0	0	0	0	0	0.45	1.35	0.45	0.9	2.24	3.14	3.14	4.48	0	0	0	0	0	0	0	0.45	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38	4.48	0	0	0	0	0	0	34.53	30.49	0.9	1.35	0	0	0	0	2.24	0.9	0	0	0	0.9	0.45	0	0.45	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0.45	0	0
C4-199	C4-199 Pre-2 GABA-4 FIGN NXPH2	C4	NXPH2	NXPH2|NR2E1|LHX6|CYP19A1|ARHGAP36	132	23132.67	6216.74	0.1565	30.3	69.7	68.18	31.82	0	30.3	0	0	0	8.33	59.85	0	0	0	1.52	0	0	0	0	0	0	0	0	0	2.27	0	3.79	9.09	9.09	3.03	0	0	0	0	0	0	0.76	0.76	0	0.76	0.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.03	5.3	0	0	0	0	0	0	24.24	29.55	0	0	0	0	0	0	3.79	2.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0.76	0
C4-200	C4-200 Pre-2 GABA-4 LHX6 ZIC2	C4	ZIC2	ZIC2|LHX6|ADAMTSL1|RELN|NR2F1	351	13993.69	4583.81	0.2523	20.51	79.49	67.52	32.48	0	17.09	0	0	0	19.09	33.62	14.81	0	3.42	11.97	0	0	0	0	0	0	0	0.57	0.28	0.28	0.57	2.85	0.57	4.56	4.84	0	0	0	0	0	0	0	0.28	0.28	1.14	0.85	0	0	0	0	0	0	0	0	0	1.99	0	0	0	0	9.4	7.69	0	0.28	0	0	0	0	7.98	10.54	7.41	5.98	0.28	1.14	0	0	7.69	7.12	0	0	0	0	0	0	0	3.42	0	0	0	0	0	0	0	0.28	0	0	0.57	5.98	5.13	0	0	0
C4-201	C4-201 Pre-2 GABA-4 LHX6 CASR	C4	CASR	CASR|LHX6|EGFL6|NFIX|SOX6	161	9554.37	3766.55	0.2531	27.95	72.05	61.49	38.51	0	24.22	0	0	0	11.18	34.16	16.15	0	3.73	10.56	0	0	0	0	0	0	0	0.62	0.62	0.62	0	3.11	4.35	6.21	6.21	0	0	0	0	0	0	0	0	0	1.86	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.21	4.97	0	0	0	0	0	0	1.86	3.73	8.7	6.21	0.62	0.62	0	0	12.42	16.15	0	0	0	0	0	0	0	3.11	0.62	0	0	0	0	0	0	0.62	0	0	0	4.97	4.97	0	0	0
C4-202	C4-202 Pre-2 GABA-4 LHX6 NPY	C4	NPY	NPY|LHX6|SST|SOX6|CORT	139	16933.71	5204.11	0.1328	24.46	75.54	74.82	25.18	0	22.3	0	0	0	15.11	49.64	10.07	0	2.16	0.72	0	0	0	0	0	0	0	2.88	1.44	0.72	0.72	2.88	5.04	4.32	3.6	0	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.35	5.76	0	0	0.72	0	0	0	20.86	21.58	2.16	7.19	0	0	0	0	2.88	4.32	0	0	0	0	0	0	0	2.16	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0	0	0
C4-203	C4-203 Pre-2 GABA-4 LHX6 SLC7A3	C4	SLC7A3	SLC7A3|NPY|LHX6|KCNG1|NFIX	303	17038.76	5411.26	0.0542	6.93	93.07	92.41	7.59	0	6.6	0	0	0	24.75	57.1	10.56	0	0.33	0.66	0	0	0	0	0	0	0	0	0.33	0	0	2.64	0.99	1.32	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2	11.55	0	0	0	0	0	0	15.51	20.46	3.63	6.93	0	0	0	0	10.23	10.89	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0.33	0.33	0	0	0
C4-204	C4-204 Pre-2 GABA-4 LHX6 IGF1	C4	IGF1	CASR|LHX6|ITGA8|CCBE1|CMTM8	147	20484.88	5667.28	0.0872	13.61	86.39	83.67	16.33	0	12.24	0.68	0	0	20.41	57.14	6.12	0	1.36	2.04	0	0	0	0	0	0	0.68	0.68	1.36	0	0	1.36	2.72	0.68	2.72	0	0	0	0	0	0	0.68	0	0	0.68	0.68	0	0	0	0	0.68	0	0	0	0.68	0.68	0.68	0.68	0	0	4.76	12.93	0	0	0	0	0	0	19.73	24.49	2.72	3.4	0	0	0	0	6.12	6.8	0	0	0.68	0	0.68	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0.68	0.68	0	0	0
C4-205	C4-205 Pre-2 GABA-4 LHX6 EYS	C4	EYS	SOX6|AF130359.1|LHX6|CASR|NR2F1	123	14668.7	4861.38	0.0935	18.7	81.3	80.49	19.51	0	18.7	0	0	0	12.2	47.97	20.33	0	0	0.81	0	0	0	0	0	0	0	1.63	0	0.81	0	2.44	4.88	5.69	3.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32	4.88	0	0	0	0	0	0	18.7	23.58	4.07	16.26	0	0	0	0	0.81	4.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0
C4-206	C4-206 Pre-2 GABA-4 LHX6 NR0B1	C4	NR0B1	NPY|NR0B1|LHX6|MOXD1|CYP19A1	77	22156.91	6268.31	0.0548	10.39	89.61	89.61	10.39	0	10.39	0	0	0	20.78	62.34	6.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19	3.9	1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.58	5.19	0	0	0	0	0	0	28.57	27.27	2.6	3.9	0	0	0	0	1.3	5.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4-207	C4-207 Pre-2 GABA-4 SATB2 TNS3	C4	TNS3	SATB2|COL15A1|EGFLAM|ZIC2|DGKK	205	18030.94	4983.67	0.2312	34.15	65.85	56.1	43.9	0	25.37	0	0	0	31.71	23.9	0.49	0	8.78	9.76	0	0	0	0	0	0	1.46	0	0.98	0.49	0	2.44	8.29	5.37	4.39	0	0	0	0	0	0	0.49	0.49	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.07	14.63	0	0	0	0	0	0	2.44	1.46	0	0.49	0	0	0	0	9.27	10.73	0	0	0	1.46	0	0.49	0.98	4.88	0.98	0	0	0	0	0	0	0	0	0	0	2.93	6.83	0	0	0
C4-208	C4-208 Pre-2 GABA-4 SATB2 SLC22A10	C4	SLC22A10	SATB2|PNOC|NR2F1|SLC22A10|COL15A1	250	15924.16	5083.4	0.2065	24.8	75.2	66.4	33.6	0	21.6	0	0	0	14.8	48.8	2.8	0	3.2	8.8	0	0	0	0	0	0	0	0	0.8	0	0.4	4.4	5.6	4.8	4.4	0	0	0	0	0	0.4	0	0.4	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	4.8	0	0	0	0	0	0	11.6	17.2	1.6	1.2	0	0	0	0	11.6	8.4	0	0	0	0	0.4	0.4	0.4	2	0	0	0	0	0	0	0	0	0.4	0	0	3.6	4.8	0	0	0
C4-209	C4-209 Pre-2 GABA-4 CHST9 SATB2	C4	SATB2	SATB2|SGCG|CYP19A1|MOXD1|LHX6	333	19799.55	5560.88	0.1257	18.32	81.68	79.58	20.42	0	16.82	0	0	0	22.82	53.45	3.3	0	1.5	2.1	0	0	0	0	0	0	0.6	0.3	0.6	0.3	0	3.3	2.7	4.2	3.9	0	0	0	0	0	0	0	0	0.3	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.21	9.61	0	0	0	0	0	0	19.22	18.32	2.7	0.6	0	0	0	0	7.51	8.41	0	0	0	0	0.3	0.3	0	0.9	0	0	0	0	0	0.3	0	0.6	0	0	0.3	0.6	0.3	0	0	0
C4-210	C4-210 Pre-2 GABA-4 CHST9 TMEM255A	C4	TMEM255A	CYP19A1|LHX6|MOXD1|NR2F1|GABRE	380	19697.79	5768.34	0.1454	23.16	76.84	75.26	24.74	0	20.79	0	0	0	30.53	41.32	3.42	0	2.37	1.58	0	0	0	0	0	0	0	0.26	0.26	0.26	0	4.47	3.68	5.53	4.74	0	0	0.26	0	0	0	0	0.26	0	0.26	0.79	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	14.47	15.79	0	0	0	0	0	0	10.53	9.74	1.32	1.84	0	0.26	0	0	10.26	10.79	0	0	0	0	0	0.53	0	1.32	0.53	0	0	0	0	0	0	0	0	0	0	0.26	1.05	0	0.26	0
C4-211	C4-211 Pre-2 GABA-4 POSTN	C4	POSTN	POSTN|SHISA8|NR2F1|AP001636.3|NFIX	131	14402.44	4647.09	0.1807	22.9	77.1	74.05	25.95	0	20.61	0	0	0	15.27	40.46	18.32	0	2.29	3.05	0	0	0	0	0	0	1.53	0.76	0	1.53	0	3.05	1.53	6.11	5.34	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	6.11	8.4	0	0	0	0	0	0	16.79	16.79	9.92	8.4	0	0	0	0	1.53	5.34	0	0	0	0	0.76	0	0	1.53	0	0	0	0	0	0	0	2.29	0	0.76	0	0	0	0	0	0
C4-212	C4-212 Post-1 GLU-1 EBF2 BNC2	C4	BNC2	BNC2|TH|SLC6A3|EBF2|TWIST1	198	23110.72	6311.01	0.1425	1.52	98.48	80.3	19.7	5.05	0	3.54	0	0.51	3.54	76.77	0	0.51	0.51	9.6	1.01	1.01	2.53	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02	1.01	0	0	0.51	0	0	0.51	0	0	0	0	1.52	2.02	0	0	4.04	1.52	0	0	0	0	0	0	0	0	0	0	39.9	31.31	0	0	0.51	0	0	0	0	0.51	0	0	0	0	1.01	0.51	1.52	1.01	1.52	0	0	0	0	0.51	3.03	0	0	0.51
C4-213	C4-213 Post-1 GLU-1 EBF2 TAC1	C4	TAC1	EBF2|LMX1A|EBF1|DMRTA2|EBF3	300	20819.6	5972.66	0.1851	0.67	99.33	78.33	21.67	14.67	0	1	0	0.33	3	75.33	0	0.33	0	5.33	3.67	3.33	3.67	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0.33	0	0	0	0	0	0.33	0	0	0	0	1.67	1.33	0	0	5.33	7	0	0	0	0	0.33	0	0	0	0	0	30.67	32	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.33	0.33	0.67	0
C4-214	C4-214 Post-1 GLU-1 EBF2 THSD7B	C4	THSD7B	EBF2|EBF3|LMX1A|PDZRN4|CRNDE	148	25107.5	5949.47	0.5676	0	100	23.65	76.35	37.16	0	17.57	0	0	0	23.65	0	0	0	21.62	7.43	8.78	10.81	9.46	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.19	3.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0	0	0	0	0	8.78	14.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	1.35	6.76	12.16	0	0.68	0
C4-215	C4-215 Post-1 GLU-1 EBF2 SCGN	C4	SCGN	EBF2|LMX1A|DMRTA2|TTC6|AP005242.1	280	18269.79	5649.47	0.1062	0.36	99.64	87.14	12.86	6.79	0	0.36	0	0.36	8.21	78.93	0	0	0	5.36	1.07	2.86	1.43	1.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0.36	0	0	0	0	4.29	3.93	0	0	3.93	4.64	0	0	0	0	0	0	0	0	0	0	32.86	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07	0	0	0	1.43	2.14	0	0.36	0.36
C4-216	C4-216 Post-1 GLU-1 EBF2 POSTN	C4	POSTN	POSTN|EBF2|SLC26A7|LMX1A|SLC17A8	151	19637.89	5654.75	0.1073	0.66	99.34	92.72	7.28	5.96	0	0	0	0.66	15.23	77.48	0	0	0	0.66	1.99	1.32	2.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	5.96	9.27	0	0	2.65	0	0	0	0	0	0	0	0	0	0	0	30.46	44.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0
C4-217	C4-217 Post-1 GLU-1 ZEB2 POSTN	C4	POSTN	LMX1A|TTC6|NEUROD6|ITGA8|FOXA1	244	12484.84	4661.06	0.0354	0.82	99.18	94.26	5.74	0.82	0	0	0	0.41	38.52	55.74	0	0.41	0	4.1	0	0	0	0.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0.41	0.82	0	0	20.49	16.8	0	0	4.51	6.15	0	0	0	0	0	0	0	0	0	0	24.18	20.9	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82	0	0	2.05	0.82	0.41	0	0
C4-218	C4-218 Post-1 GLU-1 ZEB2 FREM2	C4	FREM2	AP005242.1|EBF2|LMX1A|ITGA4|EBF3	261	24856.57	6120.72	0.1559	0.77	99.23	79.69	20.31	1.92	0	0	0	0	16.86	62.45	0.38	0	0.77	17.62	0.77	0	0.38	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43	8.43	0	0	16.09	12.26	0.38	0	0	0	0	0	0	0	0	0	17.62	16.48	0	0	0	0	0	0	0	0.77	0	0	0	0	0	0	0	0	0.77	0	0	1.53	0	5.36	9.96	0	0	0
C4-219	C4-219 Post-1 GLU-1 ZEB2 SLC26A7	C4	SLC26A7	SLC26A7|C1QL1|LMX1A|TTC6|EBF2	165	30589.15	6736.67	0.1021	0.61	99.39	85.45	14.55	4.24	0	0	0	0.61	29.09	56.36	0	0	0	9.7	1.82	0.61	1.21	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0	0	0	16.36	12.73	0	0	11.52	9.7	0	0	0	0	0	0	0	0	0	0	19.39	15.76	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0.61	0	0	0	1.21	3.03	0	0	1.82	0	0	2.42
